state,sa4_code,Age,Sex,Indig,Educ,unemployed,employed,total
NSW,5,35-39 years,Fema,Yes Indigenous,Degree = Yes,0,32,32
NSW,5,35-39 years,Male,Non-Indigenous,Degree = No,99,1500,1599
NSW,5,35-39 years,Male,Non-Indigenous,Degree = Yes,8,383,391
NSW,5,35-39 years,Male,Not stated,Degree = No,0,18,18
NSW,5,35-39 years,Male,Not stated,Degree = Yes,0,3,3
NSW,5,35-39 years,Male,Yes Indigenous,Degree = No,42,221,263
NSW,5,35-39 years,Male,Yes Indigenous,Degree = Yes,0,13,13
NSW,5,40-44 years,Fema,Non-Indigenous,Degree = No,81,1327,1408
NSW,5,40-44 years,Fema,Non-Indigenous,Degree = Yes,15,611,626
NSW,5,40-44 years,Fema,Not stated,Degree = No,0,15,15
NSW,5,40-44 years,Fema,Not stated,Degree = Yes,0,8,8
NSW,5,40-44 years,Fema,Yes Indigenous,Degree = No,53,256,309
NSW,5,40-44 years,Fema,Yes Indigenous,Degree = Yes,0,25,25
NSW,5,40-44 years,Male,Non-Indigenous,Degree = No,109,1742,1851
NSW,5,40-44 years,Male,Non-Indigenous,Degree = Yes,5,316,321
NSW,5,40-44 years,Male,Not stated,Degree = No,0,24,24
NSW,5,40-44 years,Male,Yes Indigenous,Degree = No,32,192,224
NSW,5,40-44 years,Male,Yes Indigenous,Degree = Yes,0,7,7
NSW,5,45-49 years,Fema,Non-Indigenous,Degree = No,78,1664,1742
NSW,5,45-49 years,Fema,Non-Indigenous,Degree = Yes,9,541,550
NSW,5,45-49 years,Fema,Not stated,Degree = No,0,33,33
NSW,5,45-49 years,Fema,Not stated,Degree = Yes,0,6,6
NSW,5,45-49 years,Fema,Yes Indigenous,Degree = No,53,251,304
NSW,5,45-49 years,Fema,Yes Indigenous,Degree = Yes,0,31,31
NSW,5,45-49 years,Male,Non-Indigenous,Degree = No,94,1924,2018
NSW,5,45-49 years,Male,Non-Indigenous,Degree = Yes,3,308,311
NSW,5,45-49 years,Male,Not stated,Degree = No,0,8,8
NSW,5,45-49 years,Male,Yes Indigenous,Degree = No,70,210,280
NSW,5,45-49 years,Male,Yes Indigenous,Degree = Yes,0,8,8
NSW,5,50-54 years,Fema,Non-Indigenous,Degree = No,84,1885,1969
NSW,5,50-54 years,Fema,Non-Indigenous,Degree = Yes,4,473,477
NSW,5,50-54 years,Fema,Not stated,Degree = No,0,23,23
NSW,5,50-54 years,Fema,Yes Indigenous,Degree = No,36,188,224
NSW,5,50-54 years,Fema,Yes Indigenous,Degree = Yes,4,24,28
NSW,5,50-54 years,Male,Non-Indigenous,Degree = No,90,2133,2223
NSW,5,50-54 years,Male,Non-Indigenous,Degree = Yes,0,244,244
NSW,5,50-54 years,Male,Not stated,Degree = No,3,17,20
NSW,5,50-54 years,Male,Yes Indigenous,Degree = No,36,222,258
NSW,5,50-54 years,Male,Yes Indigenous,Degree = Yes,0,4,4
NSW,5,55-59 years,Fema,Non-Indigenous,Degree = No,73,1797,1870
NSW,5,55-59 years,Fema,Non-Indigenous,Degree = Yes,6,423,429
NSW,5,55-59 years,Fema,Not stated,Degree = No,6,21,27
NSW,5,55-59 years,Fema,Not stated,Degree = Yes,0,4,4
NSW,5,55-59 years,Fema,Yes Indigenous,Degree = No,7,154,161
NSW,5,55-59 years,Fema,Yes Indigenous,Degree = Yes,0,29,29
NSW,5,55-59 years,Male,Non-Indigenous,Degree = No,134,2205,2339
NSW,5,55-59 years,Male,Non-Indigenous,Degree = Yes,3,242,245
NSW,5,55-59 years,Male,Not stated,Degree = No,0,34,34
NSW,5,55-59 years,Male,Not stated,Degree = Yes,0,3,3
NSW,5,55-59 years,Male,Yes Indigenous,Degree = No,37,157,194
NSW,5,60-64 years,Fema,Non-Indigenous,Degree = No,56,1221,1277
NSW,5,60-64 years,Fema,Non-Indigenous,Degree = Yes,5,321,326
NSW,5,60-64 years,Fema,Not stated,Degree = Yes,0,6,6
NSW,5,60-64 years,Fema,Yes Indigenous,Degree = No,5,78,83
NSW,5,60-64 years,Fema,Yes Indigenous,Degree = Yes,4,11,15
NSW,5,60-64 years,Male,Non-Indigenous,Degree = No,97,1602,1699
NSW,5,60-64 years,Male,Non-Indigenous,Degree = Yes,0,208,208
NSW,5,60-64 years,Male,Not stated,Degree = No,0,15,15
NSW,5,60-64 years,Male,Yes Indigenous,Degree = No,12,112,124
NSW,5,60-64 years,Male,Yes Indigenous,Degree = Yes,0,6,6
NSW,6,25-29 years,Fema,Non-Indigenous,Degree = No,359,3581,3940
NSW,6,25-29 years,Fema,Non-Indigenous,Degree = Yes,34,1235,1269
NSW,6,25-29 years,Fema,Not stated,Degree = No,0,13,13
NSW,6,25-29 years,Fema,Yes Indigenous,Degree = No,40,201,241
NSW,6,25-29 years,Fema,Yes Indigenous,Degree = Yes,0,30,30
NSW,6,25-29 years,Male,Non-Indigenous,Degree = No,378,4942,5320
NSW,6,25-29 years,Male,Non-Indigenous,Degree = Yes,27,573,600
NSW,6,25-29 years,Male,Not stated,Degree = No,0,30,30
NSW,6,25-29 years,Male,Not stated,Degree = Yes,0,4,4
NSW,6,25-29 years,Male,Yes Indigenous,Degree = No,50,319,369
NSW,6,25-29 years,Male,Yes Indigenous,Degree = Yes,0,15,15
NSW,6,30-34 years,Fema,Non-Indigenous,Degree = No,276,3548,3824
NSW,6,30-34 years,Fema,Non-Indigenous,Degree = Yes,41,1460,1501
NSW,6,30-34 years,Fema,Not stated,Degree = No,0,15,15
NSW,6,30-34 years,Fema,Yes Indigenous,Degree = No,14,191,205
NSW,6,30-34 years,Fema,Yes Indigenous,Degree = Yes,0,34,34
NSW,6,30-34 years,Male,Non-Indigenous,Degree = No,312,5112,5424
NSW,6,30-34 years,Male,Non-Indigenous,Degree = Yes,16,730,746
NSW,6,30-34 years,Male,Not stated,Degree = No,0,27,27
NSW,6,30-34 years,Male,Yes Indigenous,Degree = No,26,251,277
NSW,6,30-34 years,Male,Yes Indigenous,Degree = Yes,0,11,11
NSW,6,35-39 years,Fema,Non-Indigenous,Degree = No,271,3587,3858
NSW,6,35-39 years,Fema,Non-Indigenous,Degree = Yes,50,1339,1389
NSW,6,35-39 years,Fema,Not stated,Degree = No,0,34,34
NSW,6,35-39 years,Fema,Yes Indigenous,Degree = No,29,158,187
NSW,6,35-39 years,Fema,Yes Indigenous,Degree = Yes,0,13,13
NSW,6,35-39 years,Male,Non-Indigenous,Degree = No,283,5076,5359
NSW,6,35-39 years,Male,Non-Indigenous,Degree = Yes,24,754,778
NSW,6,35-39 years,Male,Not stated,Degree = No,0,23,23
NSW,6,35-39 years,Male,Yes Indigenous,Degree = No,33,243,276
NSW,6,35-39 years,Male,Yes Indigenous,Degree = Yes,0,15,15
NSW,6,40-44 years,Fema,Non-Indigenous,Degree = No,320,4382,4702
NSW,6,40-44 years,Fema,Non-Indigenous,Degree = Yes,51,1425,1476
NSW,6,40-44 years,Fema,Not stated,Degree = No,3,22,25
NSW,6,40-44 years,Fema,Yes Indigenous,Degree = No,26,199,225
NSW,6,40-44 years,Fema,Yes Indigenous,Degree = Yes,0,43,43
NSW,6,40-44 years,Male,Non-Indigenous,Degree = No,288,5405,5693
NSW,6,40-44 years,Male,Non-Indigenous,Degree = Yes,25,817,842
NSW,6,40-44 years,Male,Not stated,Degree = No,0,47,47
NSW,6,40-44 years,Male,Yes Indigenous,Degree = No,20,191,211
NSW,6,40-44 years,Male,Yes Indigenous,Degree = Yes,0,9,9
NSW,6,45-49 years,Fema,Non-Indigenous,Degree = No,297,4843,5140
NSW,6,45-49 years,Fema,Non-Indigenous,Degree = Yes,18,1174,1192
NSW,6,45-49 years,Fema,Not stated,Degree = No,0,45,45
NSW,6,45-49 years,Fema,Yes Indigenous,Degree = No,25,199,224
NSW,6,45-49 years,Fema,Yes Indigenous,Degree = Yes,0,20,20
NSW,6,45-49 years,Male,Non-Indigenous,Degree = No,299,5478,5777
NSW,6,45-49 years,Male,Non-Indigenous,Degree = Yes,19,797,816
NSW,6,45-49 years,Male,Not stated,Degree = No,0,30,30
NSW,6,45-49 years,Male,Not stated,Degree = Yes,0,9,9
NSW,6,45-49 years,Male,Yes Indigenous,Degree = No,26,227,253
NSW,6,45-49 years,Male,Yes Indigenous,Degree = Yes,0,11,11
NSW,6,50-54 years,Fema,Non-Indigenous,Degree = No,287,4763,5050
NSW,6,50-54 years,Fema,Non-Indigenous,Degree = Yes,19,920,939
NSW,6,50-54 years,Fema,Not stated,Degree = No,0,29,29
NSW,6,50-54 years,Fema,Not stated,Degree = Yes,0,3,3
NSW,6,50-54 years,Fema,Yes Indigenous,Degree = No,8,187,195
NSW,6,50-54 years,Fema,Yes Indigenous,Degree = Yes,0,27,27
NSW,6,50-54 years,Male,Non-Indigenous,Degree = No,298,5570,5868
NSW,6,50-54 years,Male,Non-Indigenous,Degree = Yes,27,632,659
NSW,6,50-54 years,Male,Not stated,Degree = No,7,29,36
NSW,6,50-54 years,Male,Yes Indigenous,Degree = No,18,185,203
NSW,6,50-54 years,Male,Yes Indigenous,Degree = Yes,0,16,16
NSW,6,55-59 years,Fema,Non-Indigenous,Degree = No,223,3852,4075
NSW,6,55-59 years,Fema,Non-Indigenous,Degree = Yes,27,930,957
NSW,6,55-59 years,Fema,Not stated,Degree = No,0,30,30
NSW,6,55-59 years,Fema,Not stated,Degree = Yes,0,3,3
NSW,6,55-59 years,Fema,Yes Indigenous,Degree = No,9,113,122
NSW,6,55-59 years,Fema,Yes Indigenous,Degree = Yes,0,28,28
NSW,6,55-59 years,Male,Non-Indigenous,Degree = No,298,4947,5245
NSW,6,55-59 years,Male,Non-Indigenous,Degree = Yes,22,699,721
NSW,6,55-59 years,Male,Not stated,Degree = No,0,47,47
NSW,6,55-59 years,Male,Not stated,Degree = Yes,0,9,9
NSW,6,55-59 years,Male,Yes Indigenous,Degree = No,11,123,134
NSW,6,55-59 years,Male,Yes Indigenous,Degree = Yes,0,11,11
NSW,6,60-64 years,Fema,Non-Indigenous,Degree = No,119,2281,2400
NSW,6,60-64 years,Fema,Non-Indigenous,Degree = Yes,18,565,583
NSW,6,60-64 years,Fema,Not stated,Degree = No,0,5,5
NSW,6,60-64 years,Fema,Yes Indigenous,Degree = No,0,52,52
NSW,6,60-64 years,Fema,Yes Indigenous,Degree = Yes,0,3,3
NSW,6,60-64 years,Male,Non-Indigenous,Degree = No,256,3239,3495
NSW,6,60-64 years,Male,Non-Indigenous,Degree = Yes,20,567,587
NSW,6,60-64 years,Male,Not stated,Degree = No,0,24,24
NSW,6,60-64 years,Male,Not stated,Degree = Yes,0,5,5
NSW,6,60-64 years,Male,Yes Indigenous,Degree = No,16,69,85
NSW,6,60-64 years,Male,Yes Indigenous,Degree = Yes,0,7,7
NSW,7,25-29 years,Fema,Non-Indigenous,Degree = No,307,3417,3724
NSW,7,25-29 years,Fema,Non-Indigenous,Degree = Yes,105,2540,2645
NSW,7,25-29 years,Fema,Not stated,Degree = No,0,20,20
NSW,7,25-29 years,Fema,Not stated,Degree = Yes,0,10,10
NSW,7,25-29 years,Fema,Yes Indigenous,Degree = No,18,129,147
NSW,7,25-29 years,Fema,Yes Indigenous,Degree = Yes,0,45,45
NSW,7,25-29 years,Male,Non-Indigenous,Degree = No,395,4740,5135
NSW,7,25-29 years,Male,Non-Indigenous,Degree = Yes,124,1788,1912
NSW,7,25-29 years,Male,Not stated,Degree = No,6,33,39
NSW,7,25-29 years,Male,Not stated,Degree = Yes,0,11,11
NSW,7,25-29 years,Male,Yes Indigenous,Degree = No,21,186,207
NSW,7,25-29 years,Male,Yes Indigenous,Degree = Yes,0,23,23
NSW,7,30-34 years,Fema,Non-Indigenous,Degree = No,260,3519,3779
NSW,7,30-34 years,Fema,Non-Indigenous,Degree = Yes,85,2535,2620
NSW,7,30-34 years,Fema,Not stated,Degree = No,0,11,11
NSW,7,30-34 years,Fema,Not stated,Degree = Yes,0,13,13
NSW,7,30-34 years,Fema,Yes Indigenous,Degree = No,17,86,103
NSW,7,30-34 years,Fema,Yes Indigenous,Degree = Yes,0,30,30
NSW,7,30-34 years,Male,Non-Indigenous,Degree = No,263,5109,5372
NSW,7,30-34 years,Male,Non-Indigenous,Degree = Yes,66,1804,1870
NSW,7,30-34 years,Male,Not stated,Degree = No,0,22,22
NSW,7,30-34 years,Male,Not stated,Degree = Yes,0,4,4
NSW,7,30-34 years,Male,Yes Indigenous,Degree = No,10,167,177
NSW,7,30-34 years,Male,Yes Indigenous,Degree = Yes,0,17,17
NSW,7,35-39 years,Fema,Non-Indigenous,Degree = No,251,3589,3840
NSW,7,35-39 years,Fema,Non-Indigenous,Degree = Yes,66,2526,2592
NSW,7,35-39 years,Fema,Not stated,Degree = No,0,7,7
NSW,7,35-39 years,Fema,Not stated,Degree = Yes,0,9,9
NSW,7,35-39 years,Fema,Yes Indigenous,Degree = No,12,85,97
NSW,7,35-39 years,Fema,Yes Indigenous,Degree = Yes,0,20,20
NSW,7,35-39 years,Male,Non-Indigenous,Degree = No,239,5024,5263
NSW,7,35-39 years,Male,Non-Indigenous,Degree = Yes,38,1883,1921
NSW,7,35-39 years,Male,Not stated,Degree = No,5,19,24
NSW,7,35-39 years,Male,Yes Indigenous,Degree = No,13,99,112
NSW,7,35-39 years,Male,Yes Indigenous,Degree = Yes,0,3,3
NSW,7,40-44 years,Fema,Non-Indigenous,Degree = No,299,4564,4863
NSW,7,40-44 years,Fema,Non-Indigenous,Degree = Yes,75,2526,2601
NSW,7,40-44 years,Fema,Not stated,Degree = No,0,25,25
NSW,7,40-44 years,Fema,Not stated,Degree = Yes,0,6,6
NSW,7,40-44 years,Fema,Yes Indigenous,Degree = No,5,92,97
NSW,7,40-44 years,Fema,Yes Indigenous,Degree = Yes,0,30,30
NSW,7,40-44 years,Male,Non-Indigenous,Degree = No,255,5555,5810
NSW,7,40-44 years,Male,Non-Indigenous,Degree = Yes,35,1888,1923
NSW,7,40-44 years,Male,Not stated,Degree = No,0,25,25
NSW,7,40-44 years,Male,Not stated,Degree = Yes,0,4,4
NSW,7,40-44 years,Male,Yes Indigenous,Degree = No,10,116,126
NSW,7,40-44 years,Male,Yes Indigenous,Degree = Yes,0,19,19
NSW,7,45-49 years,Fema,Non-Indigenous,Degree = No,263,4946,5209
NSW,7,45-49 years,Fema,Non-Indigenous,Degree = Yes,64,1943,2007
NSW,7,45-49 years,Fema,Not stated,Degree = No,0,26,26
NSW,7,45-49 years,Fema,Not stated,Degree = Yes,0,4,4
NSW,7,45-49 years,Fema,Yes Indigenous,Degree = No,11,102,113
NSW,7,45-49 years,Fema,Yes Indigenous,Degree = Yes,0,22,22
NSW,7,45-49 years,Male,Non-Indigenous,Degree = No,247,5508,5755
NSW,7,45-49 years,Male,Non-Indigenous,Degree = Yes,41,1603,1644
NSW,7,45-49 years,Male,Not stated,Degree = No,0,26,26
NSW,7,45-49 years,Male,Not stated,Degree = Yes,0,3,3
NSW,7,45-49 years,Male,Yes Indigenous,Degree = No,6,106,112
NSW,7,45-49 years,Male,Yes Indigenous,Degree = Yes,0,9,9
NSW,7,50-54 years,Fema,Non-Indigenous,Degree = No,239,5074,5313
NSW,7,50-54 years,Fema,Non-Indigenous,Degree = Yes,40,1651,1691
NSW,7,50-54 years,Fema,Not stated,Degree = No,0,30,30
NSW,7,50-54 years,Fema,Not stated,Degree = Yes,0,10,10
NSW,7,50-54 years,Fema,Yes Indigenous,Degree = No,7,102,109
NSW,7,50-54 years,Fema,Yes Indigenous,Degree = Yes,0,31,31
NSW,7,50-54 years,Male,Non-Indigenous,Degree = No,270,5832,6102
NSW,7,50-54 years,Male,Non-Indigenous,Degree = Yes,55,1421,1476
NSW,7,50-54 years,Male,Not stated,Degree = No,0,41,41
NSW,7,50-54 years,Male,Yes Indigenous,Degree = No,4,84,88
NSW,7,50-54 years,Male,Yes Indigenous,Degree = Yes,0,16,16
NSW,7,55-59 years,Fema,Non-Indigenous,Degree = No,165,4128,4293
NSW,7,55-59 years,Fema,Non-Indigenous,Degree = Yes,34,1544,1578
NSW,7,55-59 years,Fema,Not stated,Degree = No,0,35,35
NSW,7,55-59 years,Fema,Not stated,Degree = Yes,0,5,5
NSW,7,55-59 years,Fema,Yes Indigenous,Degree = No,5,67,72
NSW,7,55-59 years,Fema,Yes Indigenous,Degree = Yes,0,13,13
NSW,7,55-59 years,Male,Non-Indigenous,Degree = No,273,4926,5199
NSW,7,55-59 years,Male,Non-Indigenous,Degree = Yes,53,1338,1391
NSW,7,55-59 years,Male,Not stated,Degree = No,0,27,27
NSW,7,55-59 years,Male,Not stated,Degree = Yes,0,3,3
NSW,7,55-59 years,Male,Yes Indigenous,Degree = No,3,64,67
NSW,7,55-59 years,Male,Yes Indigenous,Degree = Yes,0,5,5
NSW,7,60-64 years,Fema,Non-Indigenous,Degree = No,97,2362,2459
NSW,7,60-64 years,Fema,Non-Indigenous,Degree = Yes,28,886,914
NSW,7,60-64 years,Fema,Not stated,Degree = No,0,15,15
NSW,7,60-64 years,Fema,Yes Indigenous,Degree = No,0,17,17
NSW,7,60-64 years,Fema,Yes Indigenous,Degree = Yes,0,3,3
NSW,7,60-64 years,Male,Non-Indigenous,Degree = No,197,2862,3059
NSW,7,60-64 years,Male,Non-Indigenous,Degree = Yes,28,883,911
NSW,7,60-64 years,Male,Not stated,Degree = No,0,22,22
NSW,7,60-64 years,Male,Not stated,Degree = Yes,0,3,3
NSW,7,60-64 years,Male,Yes Indigenous,Degree = No,0,38,38
NSW,7,60-64 years,Male,Yes Indigenous,Degree = Yes,0,8,8
NSW,8,25-29 years,Fema,Non-Indigenous,Degree = No,185,1689,1874
NSW,8,25-29 years,Fema,Non-Indigenous,Degree = Yes,27,719,746
NSW,8,25-29 years,Fema,Not stated,Degree = No,0,12,12
NSW,8,25-29 years,Fema,Yes Indigenous,Degree = No,19,151,170
NSW,8,25-29 years,Fema,Yes Indigenous,Degree = Yes,0,26,26
NSW,8,25-29 years,Male,Non-Indigenous,Degree = No,262,2310,2572
NSW,8,25-29 years,Male,Non-Indigenous,Degree = Yes,17,332,349
NSW,8,25-29 years,Male,Yes Indigenous,Degree = No,53,155,208
NSW,8,25-29 years,Male,Yes Indigenous,Degree = Yes,0,16,16
NSW,8,30-34 years,Fema,Non-Indigenous,Degree = No,174,1775,1949
NSW,8,30-34 years,Fema,Non-Indigenous,Degree = Yes,20,814,834
NSW,8,30-34 years,Fema,Not stated,Degree = No,0,8,8
NSW,8,30-34 years,Fema,Yes Indigenous,Degree = No,20,113,133
NSW,8,30-34 years,Fema,Yes Indigenous,Degree = Yes,0,6,6
NSW,8,30-34 years,Male,Non-Indigenous,Degree = No,198,2298,2496
NSW,8,30-34 years,Male,Non-Indigenous,Degree = Yes,9,493,502
NSW,8,30-34 years,Male,Not stated,Degree = No,10,17,27
NSW,8,30-34 years,Male,Yes Indigenous,Degree = No,25,144,169
NSW,8,30-34 years,Male,Yes Indigenous,Degree = Yes,0,8,8
NSW,8,35-39 years,Fema,Non-Indigenous,Degree = No,161,2045,2206
NSW,8,35-39 years,Fema,Non-Indigenous,Degree = Yes,29,880,909
NSW,8,35-39 years,Fema,Not stated,Degree = No,5,9,14
NSW,8,35-39 years,Fema,Not stated,Degree = Yes,0,9,9
NSW,8,35-39 years,Fema,Yes Indigenous,Degree = No,19,130,149
NSW,8,35-39 years,Fema,Yes Indigenous,Degree = Yes,0,11,11
NSW,8,35-39 years,Male,Non-Indigenous,Degree = No,219,2523,2742
NSW,8,35-39 years,Male,Non-Indigenous,Degree = Yes,15,517,532
NSW,8,35-39 years,Male,Not stated,Degree = No,0,22,22
NSW,8,35-39 years,Male,Yes Indigenous,Degree = No,24,100,124
NSW,8,35-39 years,Male,Yes Indigenous,Degree = Yes,0,15,15
NSW,8,40-44 years,Fema,Non-Indigenous,Degree = No,199,2776,2975
NSW,8,40-44 years,Fema,Non-Indigenous,Degree = Yes,30,1089,1119
NSW,8,40-44 years,Fema,Not stated,Degree = No,8,24,32
NSW,8,40-44 years,Fema,Yes Indigenous,Degree = No,15,136,151
NSW,8,40-44 years,Fema,Yes Indigenous,Degree = Yes,0,24,24
NSW,8,40-44 years,Male,Non-Indigenous,Degree = No,209,3080,3289
NSW,8,40-44 years,Male,Non-Indigenous,Degree = Yes,12,663,675
NSW,8,40-44 years,Male,Not stated,Degree = No,0,26,26
NSW,8,40-44 years,Male,Yes Indigenous,Degree = No,18,132,150
NSW,8,40-44 years,Male,Yes Indigenous,Degree = Yes,0,4,4
NSW,8,45-49 years,Fema,Non-Indigenous,Degree = No,212,3375,3587
NSW,8,45-49 years,Fema,Non-Indigenous,Degree = Yes,30,1032,1062
NSW,8,45-49 years,Fema,Not stated,Degree = No,3,24,27
NSW,8,45-49 years,Fema,Not stated,Degree = Yes,0,5,5
NSW,8,45-49 years,Fema,Yes Indigenous,Degree = No,38,161,199
NSW,8,45-49 years,Fema,Yes Indigenous,Degree = Yes,0,26,26
NSW,8,45-49 years,Male,Non-Indigenous,Degree = No,245,3445,3690
NSW,8,45-49 years,Male,Non-Indigenous,Degree = Yes,18,636,654
NSW,8,45-49 years,Male,Not stated,Degree = No,0,33,33
NSW,8,45-49 years,Male,Yes Indigenous,Degree = No,20,119,139
NSW,8,45-49 years,Male,Yes Indigenous,Degree = Yes,0,8,8
NSW,8,50-54 years,Fema,Non-Indigenous,Degree = No,248,3901,4149
NSW,8,50-54 years,Fema,Non-Indigenous,Degree = Yes,23,846,869
NSW,8,50-54 years,Fema,Not stated,Degree = No,0,30,30
NSW,8,50-54 years,Fema,Not stated,Degree = Yes,0,7,7
NSW,8,50-54 years,Fema,Yes Indigenous,Degree = No,13,126,139
NSW,8,50-54 years,Fema,Yes Indigenous,Degree = Yes,0,19,19
NSW,8,50-54 years,Male,Non-Indigenous,Degree = No,282,3845,4127
NSW,8,50-54 years,Male,Non-Indigenous,Degree = Yes,21,533,554
NSW,8,50-54 years,Male,Not stated,Degree = No,0,31,31
NSW,8,50-54 years,Male,Yes Indigenous,Degree = No,10,118,128
NSW,8,50-54 years,Male,Yes Indigenous,Degree = Yes,0,9,9
NSW,8,55-59 years,Fema,Non-Indigenous,Degree = No,237,3762,3999
NSW,8,55-59 years,Fema,Non-Indigenous,Degree = Yes,22,956,978
NSW,8,55-59 years,Fema,Not stated,Degree = No,0,25,25
NSW,8,55-59 years,Fema,Not stated,Degree = Yes,0,10,10
NSW,8,55-59 years,Fema,Yes Indigenous,Degree = No,14,101,115
NSW,8,55-59 years,Fema,Yes Indigenous,Degree = Yes,0,24,24
NSW,8,55-59 years,Male,Non-Indigenous,Degree = No,338,3755,4093
NSW,8,55-59 years,Male,Non-Indigenous,Degree = Yes,28,633,661
NSW,8,55-59 years,Male,Not stated,Degree = No,0,22,22
NSW,8,55-59 years,Male,Yes Indigenous,Degree = No,22,87,109
NSW,8,55-59 years,Male,Yes Indigenous,Degree = Yes,0,4,4
NSW,8,60-64 years,Fema,Non-Indigenous,Degree = No,160,2312,2472
NSW,8,60-64 years,Fema,Non-Indigenous,Degree = Yes,26,648,674
NSW,8,60-64 years,Fema,Not stated,Degree = No,0,3,3
NSW,8,60-64 years,Fema,Yes Indigenous,Degree = No,0,43,43
NSW,8,60-64 years,Fema,Yes Indigenous,Degree = Yes,0,8,8
NSW,8,60-64 years,Male,Non-Indigenous,Degree = No,307,2862,3169
NSW,8,60-64 years,Male,Non-Indigenous,Degree = Yes,34,517,551
NSW,8,60-64 years,Male,Not stated,Degree = No,0,10,10
NSW,8,60-64 years,Male,Yes Indigenous,Degree = No,16,50,66
NSW,8,60-64 years,Male,Yes Indigenous,Degree = Yes,0,7,7
NSW,9,25-29 years,Fema,Non-Indigenous,Degree = No,110,1290,1400
NSW,9,25-29 years,Fema,Non-Indigenous,Degree = Yes,16,734,750
NSW,9,25-29 years,Fema,Not stated,Degree = No,0,6,6
NSW,9,25-29 years,Fema,Yes Indigenous,Degree = No,9,43,52
NSW,9,25-29 years,Fema,Yes Indigenous,Degree = Yes,0,3,3
NSW,9,25-29 years,Male,Non-Indigenous,Degree = No,126,1894,2020
NSW,9,25-29 years,Male,Non-Indigenous,Degree = Yes,12,348,360
NSW,9,25-29 years,Male,Not stated,Degree = No,0,3,3
NSW,9,25-29 years,Male,Yes Indigenous,Degree = No,16,48,64
NSW,9,25-29 years,Male,Yes Indigenous,Degree = Yes,0,4,4
NSW,9,30-34 years,Fema,Non-Indigenous,Degree = No,107,1288,1395
NSW,9,30-34 years,Fema,Non-Indigenous,Degree = Yes,8,850,858
NSW,9,30-34 years,Fema,Not stated,Degree = No,0,17,17
NSW,9,30-34 years,Fema,Yes Indigenous,Degree = No,9,34,43
NSW,9,30-34 years,Fema,Yes Indigenous,Degree = Yes,0,6,6
NSW,9,30-34 years,Male,Non-Indigenous,Degree = No,102,1923,2025
NSW,9,30-34 years,Male,Non-Indigenous,Degree = Yes,14,461,475
NSW,9,30-34 years,Male,Not stated,Degree = No,0,18,18
NSW,9,30-34 years,Male,Yes Indigenous,Degree = No,6,31,37
NSW,9,30-34 years,Male,Yes Indigenous,Degree = Yes,0,6,6
NSW,9,35-39 years,Fema,Non-Indigenous,Degree = No,81,1323,1404
NSW,9,35-39 years,Fema,Non-Indigenous,Degree = Yes,16,798,814
NSW,9,35-39 years,Fema,Not stated,Degree = No,0,4,4
NSW,9,35-39 years,Fema,Not stated,Degree = Yes,0,3,3
NSW,9,35-39 years,Fema,Yes Indigenous,Degree = No,0,26,26
NSW,9,35-39 years,Fema,Yes Indigenous,Degree = Yes,0,3,3
NSW,9,35-39 years,Male,Non-Indigenous,Degree = No,105,1790,1895
NSW,9,35-39 years,Male,Non-Indigenous,Degree = Yes,9,466,475
NSW,9,35-39 years,Male,Not stated,Degree = No,0,12,12
NSW,9,35-39 years,Male,Yes Indigenous,Degree = No,8,37,45
NSW,9,40-44 years,Fema,Non-Indigenous,Degree = No,92,1683,1775
NSW,9,40-44 years,Fema,Non-Indigenous,Degree = Yes,12,770,782
NSW,9,40-44 years,Fema,Not stated,Degree = No,0,30,30
NSW,9,40-44 years,Fema,Yes Indigenous,Degree = No,0,31,31
NSW,9,40-44 years,Fema,Yes Indigenous,Degree = Yes,0,12,12
NSW,9,40-44 years,Male,Non-Indigenous,Degree = No,101,2050,2151
NSW,9,40-44 years,Male,Non-Indigenous,Degree = Yes,3,458,461
NSW,9,40-44 years,Male,Not stated,Degree = No,0,18,18
NSW,9,40-44 years,Male,Yes Indigenous,Degree = No,15,30,45
NSW,9,40-44 years,Male,Yes Indigenous,Degree = Yes,0,3,3
NSW,9,45-49 years,Fema,Non-Indigenous,Degree = No,101,2005,2106
NSW,9,45-49 years,Fema,Non-Indigenous,Degree = Yes,8,649,657
NSW,9,45-49 years,Fema,Not stated,Degree = No,0,8,8
NSW,9,45-49 years,Fema,Yes Indigenous,Degree = No,0,47,47
NSW,9,45-49 years,Fema,Yes Indigenous,Degree = Yes,0,7,7
NSW,9,45-49 years,Male,Non-Indigenous,Degree = No,129,2254,2383
NSW,9,45-49 years,Male,Non-Indigenous,Degree = Yes,12,391,403
NSW,9,45-49 years,Male,Not stated,Degree = No,0,24,24
NSW,9,45-49 years,Male,Yes Indigenous,Degree = No,8,38,46
NSW,9,50-54 years,Fema,Non-Indigenous,Degree = No,89,2225,2314
NSW,9,50-54 years,Fema,Non-Indigenous,Degree = Yes,6,570,576
NSW,9,50-54 years,Fema,Not stated,Degree = No,0,6,6
NSW,9,50-54 years,Fema,Yes Indigenous,Degree = No,3,34,37
NSW,9,50-54 years,Fema,Yes Indigenous,Degree = Yes,0,7,7
NSW,9,50-54 years,Male,Non-Indigenous,Degree = No,103,2385,2488
NSW,9,50-54 years,Male,Non-Indigenous,Degree = Yes,12,321,333
NSW,9,50-54 years,Male,Not stated,Degree = No,0,10,10
